EmpID,Name,Age,Department,JobRole,EducationField,Attrition,YearsAtCompany,WorkLifeBalance,EmployeeStatus,JoiningDate,ManagerName,Location,PhoneNumber,email,MonthlyIncome
1153,Employee_1153,44,Research & Development,Laboratory Technician,Life Sciences,No,5,3,Active,3/23/2013,Bob Smith,San Francisco,-928,user1153@example.com,46241
1154,Employee_1154,44,Research & Development,Research Scientist,Life Sciences,No,5,2,Resigned,12/27/2012,Diana Green,Chicago,-926,user1154@example.com,57696
1155,Employee_1155,44,Sales,Sales Executive,Marketing,No,1,2,Resigned,8/23/2017,Charlie Davis,Austin,-914,user1155@example.com,100480
1156,Employee_1156,44,Research & Development,Manufacturing Director,Medical,No,2,2,On Leave,10/16/2014,Bob Smith,San Francisco,-936,user1156@example.com,76163
1157,Employee_1157,44,Research & Development,Research Director,Life Sciences,No,20,4,Resigned,4/29/2017,Charlie Davis,Chicago,-866,user1157@example.com,49816
1158,Employee_1158,44,Research & Development,Research Director,Medical,No,22,2,On Leave,2/21/2012,Bob Smith,Austin,-878,user1158@example.com,79840
1159,Employee_1159,44,Human Resources,Human Resources,Human Resources,No,10,3,Active,5/7/2018,Alice Johnson,New York,-952,user1159@example.com,82853
1160,Employee_1160,44,Human Resources,Human Resources,Life Sciences,No,2,3,On Leave,10/7/2015,Alice Johnson,New York,-916,user1160@example.com,54917
1161,Employee_1161,44,Research & Development,Healthcare Representative,Life Sciences,No,8,3,Active,8/3/2020,Charlie Davis,Chicago,-921,user1161@example.com,51566
1162,Employee_1162,44,Research & Development,Research Scientist,Medical,Yes,5,2,On Leave,6/9/2022,Diana Green,Chicago,-948,user1162@example.com,105452
1163,Employee_1163,44,Research & Development,Healthcare Representative,Life Sciences,No,2,3,Resigned,10/15/2015,Bob Smith,New York,-927,user1163@example.com,92823
1164,Employee_1164,44,Research & Development,Research Scientist,Medical,No,4,3,Resigned,11/14/2020,Bob Smith,Austin,-897,user1164@example.com,50806
1165,Employee_1165,45,Research & Development,Research Scientist,Life Sciences,No,1,3,On Leave,6/15/2015,Alice Johnson,Austin,-895,user1165@example.com,105520
1166,Employee_1166,45,Research & Development,Research Director,Other,No,0,4,Resigned,12/3/2012,Alice Johnson,Austin,-894,user1166@example.com,31759
1167,Employee_1167,45,Research & Development,Research Scientist,Medical,No,6,2,Resigned,4/27/2014,Diana Green,Chicago,-914,user1167@example.com,71949
1168,Employee_1168,45,Research & Development,Laboratory Technician,Life Sciences,No,17,1,Resigned,10/8/2012,Diana Green,San Francisco,-910,user1168@example.com,32482
1169,Employee_1169,45,Sales,Sales Executive,Life Sciences,No,5,4,Active,3/24/2016,Diana Green,San Francisco,-895,user1169@example.com,54442
1170,Employee_1170,45,Research & Development,Manager,Medical,No,20,3,Resigned,12/20/2014,Charlie Davis,San Francisco,-881,user1170@example.com,63719
1171,Employee_1171,45,Sales,Sales Executive,Medical,No,19,3,Active,8/23/2016,Alice Johnson,San Francisco,-905,user1171@example.com,88066
1172,Employee_1172,45,Research & Development,Manager,Other,No,24,3,On Leave,1/20/2022,Charlie Davis,San Francisco,-884,user1172@example.com,32079
1173,Employee_1173,45,Research & Development,Manufacturing Director,Life Sciences,No,3,3,Resigned,12/26/2016,Alice Johnson,Chicago,-883,user1173@example.com,32717
1174,Employee_1174,45,Research & Development,Healthcare Representative,Medical,No,20,3,Resigned,1/6/2020,Alice Johnson,Chicago,-866,user1174@example.com,89676
1175,Employee_1175,45,Research & Development,Laboratory Technician,Life Sciences,No,24,3,Resigned,1/8/2010,Bob Smith,San Francisco,-943,user1175@example.com,57952
1176,Employee_1176,45,Research & Development,Research Scientist,Other,No,10,3,On Leave,12/30/2016,Alice Johnson,Chicago,-912,user1176@example.com,116444
1177,Employee_1177,45,Research & Development,Research Scientist,Life Sciences,No,2,2,Active,4/21/2011,Alice Johnson,Chicago,-931,user1177@example.com,72460
1178,Employee_1178,45,Sales,Sales Executive,Other,No,8,4,Active,1/21/2016,Charlie Davis,San Francisco,-903,user1178@example.com,102847
1179,Employee_1179,45,Sales,Sales Executive,Life Sciences,Yes,1,3,Resigned,4/30/2011,Alice Johnson,Austin,-916,user1179@example.com,119106
1180,Employee_1180,45,Sales,Sales Representative,Technical Degree,No,8,3,On Leave,9/29/2022,Charlie Davis,Chicago,-928,user1180@example.com,48449
1181,Employee_1181,45,Research & Development,Research Scientist,Life Sciences,No,1,3,On Leave,4/4/2016,Diana Green,Austin,-869,user1181@example.com,63536
1182,Employee_1182,45,Sales,Sales Executive,Marketing,No,5,3,On Leave,6/30/2022,Alice Johnson,Chicago,-866,user1182@example.com,94077
1183,Employee_1183,45,Research & Development,Laboratory Technician,Life Sciences,No,9,2,On Leave,8/27/2019,Alice Johnson,Chicago,-873,user1183@example.com,68258
1184,Employee_1184,45,Research & Development,Laboratory Technician,Medical,No,5,3,On Leave,2/22/2019,Charlie Davis,San Francisco,-894,user1184@example.com,78302
1185,Employee_1185,45,Research & Development,Laboratory Technician,Life Sciences,No,9,3,Active,9/23/2017,Diana Green,Chicago,-920,user1185@example.com,58865
1186,Employee_1186,45,Sales,Manager,Life Sciences,No,9,4,Active,1/3/2018,Bob Smith,New York,-868,user1186@example.com,36645
1187,Employee_1187,45,Human Resources,Human Resources,Medical,No,6,3,Active,9/16/2010,Diana Green,New York,-897,user1187@example.com,68000
1188,Employee_1188,45,Sales,Sales Executive,Life Sciences,No,15,3,Resigned,10/10/2010,Charlie Davis,San Francisco,-875,user1188@example.com,56737
1189,Employee_1189,45,Research & Development,Research Scientist,Medical,No,3,2,On Leave,3/14/2015,Diana Green,Austin,-939,user1189@example.com,41485
1190,Employee_1190,45,Sales,Manager,Marketing,Yes,24,3,Resigned,4/28/2021,Charlie Davis,Austin,-948,user1190@example.com,68565
1191,Employee_1191,45,Research & Development,Manager,Medical,No,0,3,On Leave,2/24/2018,Charlie Davis,Austin,-899,user1191@example.com,55522
1192,Employee_1192,45,Research & Development,Healthcare Representative,Medical,No,7,3,Active,3/17/2016,Bob Smith,New York,-952,user1192@example.com,95155
1193,Employee_1193,45,Research & Development,Manufacturing Director,Technical Degree,No,3,4,Resigned,10/6/2018,Alice Johnson,Austin,-920,user1193@example.com,85168
1194,Employee_1194,45,Research & Development,Research Scientist,Technical Degree,No,5,3,Active,9/5/2011,Charlie Davis,Austin,-897,user1194@example.com,82487
1195,Employee_1195,45,Research & Development,Healthcare Representative,Technical Degree,No,10,3,On Leave,11/19/2011,Charlie Davis,San Francisco,-915,user1195@example.com,42342
1196,Employee_1196,45,Research & Development,Laboratory Technician,Medical,No,10,3,On Leave,2/8/2020,Bob Smith,Austin,-872,user1196@example.com,70806
1197,Employee_1197,45,Sales,Sales Executive,Marketing,No,10,3,On Leave,9/5/2011,Charlie Davis,New York,-873,user1197@example.com,78770
1198,Employee_1198,45,Research & Development,Manufacturing Director,Other,No,10,3,Active,4/26/2016,Alice Johnson,New York,-930,user1198@example.com,108623
1199,Employee_1199,45,Research & Development,Healthcare Representative,Life Sciences,No,23,2,On Leave,4/2/2018,Bob Smith,New York,-922,user1199@example.com,105629
1200,Employee_1200,45,Research & Development,Research Director,Technical Degree,No,21,3,Active,11/17/2014,Alice Johnson,San Francisco,-932,user1200@example.com,82603
1201,Employee_1201,45,Human Resources,Human Resources,Life Sciences,No,5,4,Resigned,2/4/2017,Alice Johnson,San Francisco,-953,user1201@example.com,111974
1202,Employee_1202,45,Sales,Sales Executive,Life Sciences,No,8,4,On Leave,5/20/2017,Bob Smith,Chicago,-952,user1202@example.com,56399
1203,Employee_1203,45,Research & Development,Manufacturing Director,Life Sciences,No,9,2,On Leave,11/2/2020,Charlie Davis,Austin,-924,user1203@example.com,115382
1204,Employee_1204,45,Research & Development,Healthcare Representative,Medical,No,4,3,On Leave,7/29/2011,Alice Johnson,San Francisco,-937,user1204@example.com,111244
1205,Employee_1205,45,Sales,Sales Executive,Life Sciences,No,5,3,Resigned,3/26/2015,Alice Johnson,New York,-919,user1205@example.com,106534
1206,Employee_1206,46,Sales,Manager,Marketing,No,2,2,On Leave,11/14/2019,Alice Johnson,New York,-932,user1206@example.com,85106
1207,Employee_1207,46,Sales,Sales Executive,Marketing,No,9,3,Active,11/1/2011,Alice Johnson,San Francisco,-916,user1207@example.com,60678
1208,Employee_1208,46,Human Resources,Human Resources,Medical,No,4,3,Active,12/13/2021,Bob Smith,San Francisco,-873,user1208@example.com,106218
1209,Employee_1209,46,Sales,Sales Executive,Medical,Yes,9,3,On Leave,7/7/2013,Bob Smith,San Francisco,-899,user1209@example.com,93230
1210,Employee_1210,46,Research & Development,Healthcare Representative,Medical,No,10,2,On Leave,7/12/2012,Diana Green,Chicago,-900,user1210@example.com,104055
1211,Employee_1211,46,Sales,Sales Executive,Marketing,No,24,3,Resigned,1/30/2013,Diana Green,New York,-953,user1211@example.com,86373
1212,Employee_1212,46,Research & Development,Healthcare Representative,Medical,No,4,3,Resigned,3/10/2014,Alice Johnson,Chicago,-943,user1212@example.com,61480
1213,Employee_1213,46,Sales,Manager,Technical Degree,No,7,2,Resigned,5/14/2014,Charlie Davis,Chicago,-897,user1213@example.com,115230
1214,Employee_1214,46,Research & Development,Manufacturing Director,Medical,No,1,4,On Leave,9/4/2010,Alice Johnson,Austin,-911,user1214@example.com,98836
1215,Employee_1215,46,Research & Development,Manufacturing Director,Medical,No,10,2,Resigned,2/29/2020,Charlie Davis,New York,-881,user1215@example.com,102258
1216,Employee_1216,46,Research & Development,Research Director,Life Sciences,No,3,1,Resigned,4/10/2014,Alice Johnson,New York,-933,user1216@example.com,69986
1217,Employee_1217,46,Sales,Sales Executive,Marketing,No,3,3,Active,7/28/2016,Diana Green,San Francisco,-902,user1217@example.com,54160
1218,Employee_1218,46,Research & Development,Healthcare Representative,Medical,No,2,2,Resigned,2/22/2016,Diana Green,San Francisco,-919,user1218@example.com,115595
1219,Employee_1219,46,Research & Development,Manufacturing Director,Medical,No,8,3,Active,7/31/2020,Charlie Davis,Austin,-950,user1219@example.com,109111
1220,Employee_1220,46,Research & Development,Research Director,Medical,No,2,3,Active,4/24/2015,Alice Johnson,Chicago,-879,user1220@example.com,94929
1221,Employee_1221,46,Research & Development,Research Scientist,Life Sciences,No,16,3,Resigned,5/28/2018,Charlie Davis,San Francisco,-920,user1221@example.com,103506
1222,Employee_1222,46,Sales,Manager,Marketing,No,12,3,Active,8/15/2010,Diana Green,San Francisco,-913,user1222@example.com,64911
1223,Employee_1223,46,Sales,Manager,Marketing,No,26,3,On Leave,9/18/2019,Alice Johnson,New York,-947,user1223@example.com,117127
1224,Employee_1224,46,Research & Development,Research Director,Life Sciences,No,4,3,On Leave,9/22/2010,Alice Johnson,New York,-872,user1224@example.com,61821
1225,Employee_1225,46,Research & Development,Manufacturing Director,Technical Degree,No,6,2,Resigned,10/27/2013,Charlie Davis,San Francisco,-939,user1225@example.com,105039
1226,Employee_1226,46,Sales,Manager,Marketing,No,11,3,On Leave,9/28/2019,Bob Smith,New York,-872,user1226@example.com,90535
1227,Employee_1227,46,Human Resources,Human Resources,Life Sciences,No,7,4,Active,10/8/2011,Charlie Davis,Austin,-898,user1227@example.com,114458
1228,Employee_1228,46,Sales,Sales Executive,Marketing,Yes,7,4,On Leave,3/10/2018,Diana Green,San Francisco,-888,user1228@example.com,42175
1229,Employee_1229,46,Sales,Manager,Life Sciences,No,13,4,Resigned,3/15/2015,Diana Green,New York,-950,user1229@example.com,84771
1230,Employee_1230,46,Sales,Manager,Life Sciences,No,26,1,Resigned,11/9/2016,Diana Green,Austin,-884,user1230@example.com,116925
1231,Employee_1231,46,Research & Development,Healthcare Representative,Life Sciences,No,10,3,Active,8/4/2017,Diana Green,New York,-884,user1231@example.com,96358
1232,Employee_1232,46,Sales,Sales Executive,Life Sciences,No,10,2,Resigned,2/28/2013,Diana Green,New York,-901,user1232@example.com,47327
1233,Employee_1233,46,Research & Development,Research Director,Medical,No,2,3,On Leave,8/11/2011,Bob Smith,New York,-894,user1233@example.com,77057
1234,Employee_1234,46,Sales,Sales Executive,Life Sciences,No,2,3,Resigned,7/8/2022,Alice Johnson,San Francisco,-925,user1234@example.com,36150
1235,Employee_1235,46,Research & Development,Healthcare Representative,Medical,Yes,9,4,Active,12/27/2014,Charlie Davis,Chicago,-947,user1235@example.com,34425
1236,Employee_1236,46,Research & Development,Manufacturing Director,Life Sciences,No,9,2,Resigned,9/12/2012,Charlie Davis,New York,-867,user1236@example.com,46032
1237,Employee_1237,46,Sales,Sales Executive,Technical Degree,No,19,3,On Leave,3/3/2021,Diana Green,Austin,-866,user1237@example.com,32198
1238,Employee_1238,46,Sales,Sales Executive,Life Sciences,Yes,8,3,Active,3/3/2019,Charlie Davis,San Francisco,-912,user1238@example.com,90500
1239,Employee_1239,47,Research & Development,Manager,Life Sciences,Yes,10,2,On Leave,6/28/2020,Diana Green,San Francisco,-934,user1239@example.com,83394
1240,Employee_1240,47,Research & Development,Research Director,Life Sciences,No,3,3,Active,5/26/2013,Bob Smith,Austin,-885,user1240@example.com,50079
1241,Employee_1241,47,Sales,Sales Representative,Medical,No,0,3,Resigned,7/9/2010,Bob Smith,New York,-876,user1241@example.com,66220
1242,Employee_1242,47,Research & Development,Manufacturing Director,Medical,No,5,3,Active,9/7/2012,Alice Johnson,Chicago,-867,user1242@example.com,71874
1243,Employee_1243,47,Sales,Sales Executive,Marketing,No,7,3,Active,8/26/2014,Bob Smith,New York,-932,user1243@example.com,43859
1244,Employee_1244,47,Sales,Sales Executive,Medical,No,22,2,Resigned,9/12/2014,Bob Smith,Austin,-952,user1244@example.com,80460
1245,Employee_1245,47,Sales,Sales Executive,Life Sciences,Yes,5,3,On Leave,2/6/2017,Alice Johnson,San Francisco,-877,user1245@example.com,61419
1246,Employee_1246,47,Research & Development,Manager,Other,No,26,2,Resigned,4/29/2021,Charlie Davis,Chicago,-885,user1246@example.com,38705
1247,Employee_1247,47,Sales,Sales Executive,Marketing,No,7,3,Active,2/20/2022,Diana Green,San Francisco,-870,user1247@example.com,72880
1248,Employee_1248,47,Sales,Sales Representative,Life Sciences,No,3,2,Resigned,1/3/2013,Diana Green,Austin,-902,user1248@example.com,53236
1249,Employee_1249,47,Research & Development,Manufacturing Director,Medical,No,19,4,Active,5/15/2016,Charlie Davis,New York,-903,user1249@example.com,117955
1250,Employee_1250,47,Sales,Sales Executive,Life Sciences,No,9,3,Resigned,11/22/2018,Alice Johnson,Chicago,-874,user1250@example.com,115514
1251,Employee_1251,47,Research & Development,Research Scientist,Technical Degree,No,6,2,Resigned,6/14/2012,Charlie Davis,San Francisco,-918,user1251@example.com,45358
1252,Employee_1252,47,Research & Development,Research Director,Medical,No,20,4,On Leave,8/2/2014,Bob Smith,San Francisco,-909,user1252@example.com,106918
1253,Employee_1253,47,Sales,Sales Executive,Medical,No,5,2,Active,12/19/2017,Alice Johnson,San Francisco,-951,user1253@example.com,44596
1254,Employee_1254,47,Human Resources,Manager,Life Sciences,No,5,3,On Leave,7/19/2012,Alice Johnson,New York,-889,user1254@example.com,63572
1255,Employee_1255,47,Sales,Manager,Life Sciences,No,3,3,Active,1/2/2022,Alice Johnson,Chicago,-946,user1255@example.com,108757
1256,Employee_1256,47,Sales,Sales Executive,Life Sciences,Yes,23,1,Resigned,12/25/2011,Diana Green,New York,-939,user1256@example.com,31279
1257,Employee_1257,47,Sales,Sales Executive,Marketing,No,1,1,Active,1/19/2018,Charlie Davis,New York,-895,user1257@example.com,93197
1258,Employee_1258,47,Research & Development,Manufacturing Director,Life Sciences,No,22,3,On Leave,12/25/2012,Alice Johnson,New York,-924,user1258@example.com,92516
1259,Employee_1259,47,Research & Development,Laboratory Technician,Life Sciences,No,2,3,On Leave,7/15/2022,Alice Johnson,Austin,-952,user1259@example.com,37083
1260,Employee_1260,47,Research & Development,Research Scientist,Technical Degree,No,8,4,On Leave,7/24/2012,Alice Johnson,Austin,-946,user1260@example.com,47771
1261,Employee_1261,47,Research & Development,Healthcare Representative,Medical,No,17,3,Active,4/14/2016,Charlie Davis,Austin,-946,user1261@example.com,59975
1262,Employee_1262,47,Research & Development,Research Director,Medical,No,13,1,On Leave,6/5/2010,Diana Green,Chicago,-879,user1262@example.com,75648
1263,Employee_1263,48,Research & Development,Laboratory Technician,Life Sciences,Yes,1,3,On Leave,12/6/2012,Bob Smith,New York,-874,user1263@example.com,78285
1264,Employee_1264,48,Sales,Manager,Medical,No,0,1,On Leave,5/13/2015,Diana Green,New York,-905,user1264@example.com,49063
1265,Employee_1265,48,Sales,Sales Executive,Marketing,No,9,3,Resigned,11/6/2016,Alice Johnson,Austin,-931,user1265@example.com,97642
1266,Employee_1266,48,Research & Development,Manager,Life Sciences,No,3,1,Resigned,7/21/2021,Diana Green,New York,-890,user1266@example.com,116143
1267,Employee_1267,48,Sales,Sales Executive,Marketing,No,2,3,Active,6/27/2020,Diana Green,New York,-938,user1267@example.com,67599
1268,Employee_1268,48,Research & Development,Research Scientist,Medical,No,0,2,Active,5/4/2012,Bob Smith,San Francisco,-887,user1268@example.com,81920
1269,Employee_1269,48,Research & Development,Healthcare Representative,Life Sciences,No,2,3,On Leave,10/2/2011,Charlie Davis,New York,-869,user1269@example.com,58529
1270,Employee_1270,48,Research & Development,Healthcare Representative,Life Sciences,No,15,3,Resigned,2/17/2016,Charlie Davis,San Francisco,-891,user1270@example.com,65954
1271,Employee_1271,48,Research & Development,Manager,Medical,No,5,2,On Leave,5/22/2014,Diana Green,New York,-923,user1271@example.com,57856
1272,Employee_1272,48,Research & Development,Laboratory Technician,Technical Degree,No,1,2,On Leave,3/18/2011,Diana Green,Chicago,-894,user1272@example.com,32573
1273,Employee_1273,48,Research & Development,Research Director,Life Sciences,No,1,4,Resigned,9/3/2022,Charlie Davis,Austin,-952,user1273@example.com,108344
1274,Employee_1274,48,Research & Development,Manufacturing Director,Life Sciences,No,10,3,Resigned,8/29/2013,Charlie Davis,San Francisco,-902,user1274@example.com,65367
1275,Employee_1275,48,Sales,Sales Executive,Marketing,No,2,3,Resigned,2/18/2020,Bob Smith,Austin,-940,user1275@example.com,90774
1276,Employee_1276,48,Sales,Sales Executive,Life Sciences,No,8,3,Active,8/6/2012,Alice Johnson,San Francisco,-935,user1276@example.com,53752
1277,Employee_1277,48,Research & Development,Research Scientist,Other,No,8,2,Active,3/28/2019,Diana Green,San Francisco,-883,user1277@example.com,85029
1278,Employee_1278,48,Research & Development,Manager,Medical,No,2,3,On Leave,4/5/2011,Charlie Davis,San Francisco,-950,user1278@example.com,47685
1279,Employee_1279,48,Sales,Sales Representative,Medical,Yes,9,3,Active,9/21/2022,Diana Green,Chicago,-907,user1279@example.com,81693
1280,Employee_1280,48,Research & Development,Research Director,Life Sciences,No,22,3,Resigned,1/28/2011,Diana Green,New York,-906,user1280@example.com,85961
1281,Employee_1281,48,Research & Development,Manager,Medical,No,22,3,Resigned,10/13/2020,Charlie Davis,San Francisco,-903,user1281@example.com,106908
1282,Employee_1282,49,Research & Development,Research Scientist,Life Sciences,No,10,3,Active,11/23/2014,Bob Smith,Chicago,-899,user1282@example.com,104532
1283,Employee_1283,49,Research & Development,Manufacturing Director,Medical,No,15,2,On Leave,3/7/2016,Diana Green,San Francisco,-882,user1283@example.com,111994
1284,Employee_1284,49,Research & Development,Manufacturing Director,Life Sciences,No,7,3,On Leave,2/12/2013,Bob Smith,New York,-902,user1284@example.com,86133
1285,Employee_1285,49,Research & Development,Research Director,Life Sciences,No,3,3,Active,6/5/2020,Charlie Davis,San Francisco,-890,user1285@example.com,91268
1286,Employee_1286,49,Research & Development,Healthcare Representative,Technical Degree,No,7,3,On Leave,12/25/2022,Alice Johnson,Chicago,-941,user1286@example.com,68243
1287,Employee_1287,49,Research & Development,Healthcare Representative,Other,No,5,3,On Leave,9/20/2016,Alice Johnson,New York,-952,user1287@example.com,87384
1288,Employee_1288,49,Research & Development,Research Director,Life Sciences,No,31,3,On Leave,1/6/2014,Diana Green,Chicago,-951,user1288@example.com,61653
1289,Employee_1289,49,Sales,Sales Executive,Marketing,Yes,9,4,Resigned,1/23/2020,Charlie Davis,New York,-950,user1289@example.com,56657
1290,Employee_1290,49,Research & Development,Research Scientist,Technical Degree,No,4,3,Resigned,10/9/2013,Bob Smith,New York,-892,user1290@example.com,69952
1291,Employee_1291,49,Research & Development,Laboratory Technician,Other,No,26,2,Active,2/10/2017,Diana Green,Austin,-922,user1291@example.com,52180
1292,Employee_1292,49,Sales,Sales Executive,Technical Degree,No,9,3,Resigned,5/22/2010,Charlie Davis,Austin,-896,user1292@example.com,108411
1293,Employee_1293,49,Research & Development,Manager,Medical,No,1,4,On Leave,4/13/2017,Charlie Davis,Austin,-871,user1293@example.com,31622
1294,Employee_1294,49,Research & Development,Laboratory Technician,Life Sciences,Yes,4,3,Resigned,8/2/2022,Bob Smith,New York,-905,user1294@example.com,78756
1295,Employee_1295,49,Research & Development,Healthcare Representative,Technical Degree,No,3,2,Active,4/19/2012,Diana Green,San Francisco,-877,user1295@example.com,70809
1296,Employee_1296,49,Research & Development,Healthcare Representative,Life Sciences,No,8,3,Resigned,11/28/2019,Charlie Davis,Chicago,-918,user1296@example.com,46725
1297,Employee_1297,49,Research & Development,Laboratory Technician,Medical,No,3,3,On Leave,9/22/2020,Charlie Davis,Chicago,-936,user1297@example.com,91396
1298,Employee_1298,49,Research & Development,Laboratory Technician,Life Sciences,No,9,2,On Leave,8/19/2011,Charlie Davis,Chicago,-875,user1298@example.com,81226
1299,Employee_1299,49,Research & Development,Research Director,Other,No,4,3,Active,3/20/2015,Bob Smith,Austin,-910,user1299@example.com,111182
1300,Employee_1300,49,Research & Development,Healthcare Representative,Life Sciences,No,15,3,Resigned,10/8/2010,Diana Green,New York,-882,user1300@example.com,112565
1301,Employee_1301,49,Research & Development,Laboratory Technician,Medical,No,2,2,Resigned,2/28/2011,Diana Green,Austin,-891,user1301@example.com,59402
1302,Employee_1302,49,Research & Development,Manager,Life Sciences,No,8,3,Resigned,12/14/2021,Diana Green,San Francisco,-950,user1302@example.com,34263
1303,Employee_1303,49,Sales,Sales Executive,Marketing,No,5,4,On Leave,8/20/2021,Diana Green,New York,-927,user1303@example.com,76828
1304,Employee_1304,49,Research & Development,Research Director,Life Sciences,No,5,3,Active,10/17/2014,Alice Johnson,Chicago,-911,user1304@example.com,77924
1305,Employee_1305,49,Sales,Sales Executive,Medical,No,9,2,Resigned,5/22/2015,Alice Johnson,Austin,-929,user1305@example.com,104182
1306,Employee_1306,49,Sales,Sales Executive,Medical,No,9,2,On Leave,3/12/2021,Diana Green,Austin,-867,user1306@example.com,89052
1307,Employee_1307,50,Sales,Sales Representative,Marketing,Yes,3,3,On Leave,6/10/2021,Bob Smith,San Francisco,-919,user1307@example.com,41664
1308,Employee_1308,50,Research & Development,Research Director,Medical,No,27,2,On Leave,1/25/2018,Alice Johnson,San Francisco,-930,user1308@example.com,65737
1309,Employee_1309,50,Research & Development,Research Director,Life Sciences,No,8,2,Resigned,12/20/2013,Charlie Davis,Austin,-916,user1309@example.com,119563
1310,Employee_1310,50,Sales,Sales Executive,Marketing,No,2,3,Resigned,5/20/2016,Alice Johnson,San Francisco,-918,user1310@example.com,59373
1311,Employee_1311,50,Research & Development,Manager,Life Sciences,No,5,3,Resigned,1/30/2016,Charlie Davis,Chicago,-901,user1311@example.com,66397
1312,Employee_1312,50,Research & Development,Laboratory Technician,Medical,No,3,2,Resigned,5/17/2020,Diana Green,San Francisco,-891,user1312@example.com,116145
1313,Employee_1313,50,Sales,Manager,Medical,No,7,2,Resigned,9/11/2017,Alice Johnson,San Francisco,-894,user1313@example.com,68709
1314,Employee_1314,50,Research & Development,Research Director,Life Sciences,No,10,2,Resigned,12/12/2022,Bob Smith,Austin,-886,user1314@example.com,91120
1315,Employee_1315,50,Research & Development,Healthcare Representative,Technical Degree,No,4,3,Resigned,3/12/2014,Alice Johnson,Austin,-876,user1315@example.com,49250
1316,Employee_1316,50,Research & Development,Manager,Life Sciences,No,27,3,Resigned,3/10/2018,Alice Johnson,New York,-905,user1316@example.com,51172
1317,Employee_1317,50,Human Resources,Manager,Medical,No,32,3,Resigned,4/21/2022,Alice Johnson,New York,-876,user1317@example.com,41555
1318,Employee_1318,50,Research & Development,Laboratory Technician,Medical,No,20,3,On Leave,2/17/2013,Diana Green,Austin,-901,user1318@example.com,117410
1319,Employee_1319,50,Sales,Sales Executive,Technical Degree,Yes,4,3,Resigned,7/22/2012,Bob Smith,San Francisco,-924,user1319@example.com,108617
1320,Employee_1320,50,Sales,Sales Representative,Marketing,No,2,3,Active,12/31/2013,Alice Johnson,San Francisco,-904,user1320@example.com,83276
1321,Employee_1321,50,Research & Development,Research Director,Medical,No,4,3,On Leave,6/16/2017,Bob Smith,New York,-919,user1321@example.com,87492
1322,Employee_1322,50,Research & Development,Manager,Life Sciences,No,31,3,Resigned,11/17/2016,Diana Green,New York,-920,user1322@example.com,83002
1323,Employee_1323,50,Research & Development,Research Director,Medical,No,5,2,Active,10/13/2010,Charlie Davis,New York,-889,user1323@example.com,119599
1324,Employee_1324,50,Research & Development,Manufacturing Director,Life Sciences,No,12,3,Resigned,9/22/2010,Alice Johnson,Chicago,-887,user1324@example.com,102355
1325,Employee_1325,50,Research & Development,Laboratory Technician,Life Sciences,No,1,3,Active,6/25/2016,Bob Smith,Chicago,-934,user1325@example.com,54762
1326,Employee_1326,50,Sales,Sales Executive,Life Sciences,No,18,3,Active,6/10/2019,Bob Smith,New York,-921,user1326@example.com,41046
1327,Employee_1327,50,Research & Development,Research Director,Medical,No,8,2,Active,10/29/2014,Diana Green,San Francisco,-898,user1327@example.com,58769
1328,Employee_1328,50,Sales,Sales Executive,Other,Yes,0,3,Active,5/7/2018,Alice Johnson,New York,-901,user1328@example.com,83302
1329,Employee_1329,50,Research & Development,Manager,Medical,No,2,3,On Leave,7/9/2016,Charlie Davis,Chicago,-885,user1329@example.com,53150
1330,Employee_1330,50,Research & Development,Research Director,Life Sciences,No,3,3,On Leave,3/19/2016,Bob Smith,San Francisco,-948,user1330@example.com,98247
1331,Employee_1331,50,Research & Development,Research Director,Medical,No,32,3,Active,2/10/2010,Alice Johnson,Chicago,-946,user1331@example.com,34853
1332,Employee_1332,50,Sales,Manager,Marketing,No,1,3,Resigned,3/9/2010,Charlie Davis,San Francisco,-927,user1332@example.com,119399
1333,Employee_1333,50,Research & Development,Healthcare Representative,Medical,No,30,3,Active,9/14/2012,Bob Smith,Chicago,-938,user1333@example.com,51792
1334,Employee_1334,50,Research & Development,Research Director,Life Sciences,No,14,3,On Leave,12/22/2020,Bob Smith,San Francisco,-891,user1334@example.com,89129
1335,Employee_1335,50,Sales,Sales Executive,Life Sciences,Yes,6,3,Resigned,10/4/2018,Charlie Davis,San Francisco,-931,user1335@example.com,104478
1336,Employee_1336,50,Sales,Sales Executive,Marketing,Yes,3,3,On Leave,11/29/2016,Charlie Davis,San Francisco,-938,user1336@example.com,97298
1337,Employee_1337,50,Sales,Sales Executive,Marketing,Yes,3,3,On Leave,12/21/2012,Diana Green,San Francisco,-938,user1337@example.com,61987
1338,Employee_1338,51,Research & Development,Laboratory Technician,Life Sciences,No,4,3,Resigned,10/15/2016,Alice Johnson,Austin,-905,user1338@example.com,45850
1339,Employee_1339,51,Sales,Sales Executive,Marketing,No,10,1,Active,8/21/2014,Alice Johnson,Chicago,-882,user1339@example.com,42112
1340,Employee_1340,51,Research & Development,Healthcare Representative,Medical,No,13,2,Active,5/4/2016,Diana Green,Chicago,-866,user1340@example.com,54058
1341,Employee_1341,51,Research & Development,Research Director,Life Sciences,No,20,3,Active,2/18/2012,Bob Smith,Austin,-954,user1341@example.com,75420
